State,year,tax_rate,business_applications,gdp,min_wage,unemployment_rate,population,median_hh_income
South Dakota,2010,0.0,5562,37853000000.0,7.25,5.0,816193,59180
South Dakota,2011,0.0,5953,41892000000.0,7.25,4.7,823740,59770
South Dakota,2012,0.0,5960,43902000000.0,7.25,4.3,833859,61360
South Dakota,2013,0.0,6148,45361000000.0,7.25,3.8,842751,65530
South Dakota,2014,0.0,6442,46785000000.0,7.25,3.4,849670,64170
South Dakota,2015,0.0,6477,48070000000.0,8.5,3.1,854663,66660
South Dakota,2016,0.0,6312,49151000000.0,8.5,3.0,863693,68930
South Dakota,2017,0.0,8438,50233000000.0,8.65,3.2,873732,67110
South Dakota,2018,0.0,9711,52299000000.0,8.65,3.0,879386,68730
South Dakota,2019,0.0,7789,54001000000.0,9.1,2.8,887127,73190
South Dakota,2020,0.0,7760,55681000000.0,9.3,4.2,887799,79120
South Dakota,2021,0.0,10158,61685000000.0,9.45,2.6,896164,79680
South Dakota,2022,0.0,10365,67571000000.0,9.95,2.1,909824,67180
Tennessee,2005,6.5,36952,231630000000.0,5.15,5.6,5991057,56800
Tennessee,2006,6.5,40634,243580000000.0,5.15,5.2,6088766,57010
Tennessee,2007,6.5,41741,248690000000.0,5.85,4.7,6175727,56270
Tennessee,2008,6.5,39107,254240000000.0,5.58,6.6,6247411,52310
Tennessee,2009,6.5,36242,252330000000.0,7.25,10.5,6306019,53600
Tennessee,2010,6.5,36740,257780000000.0,7.25,9.7,6355518,50360
Tennessee,2011,6.5,42903,269810000000.0,7.25,9.0,6400298,53510
Tennessee,2012,6.5,40018,286340000000.0,7.25,7.8,6455752,53390
Tennessee,2013,6.5,40281,295860000000.0,7.25,7.8,6496943,53200
Tennessee,2014,6.5,42194,306150000000.0,7.25,6.6,6544617,52880
Tennessee,2015,6.5,44264,325290000000.0,7.25,5.6,6595354,57290
Tennessee,2016,6.5,46449,336410000000.0,7.25,4.7,6651277,61610
Tennessee,2017,6.5,51125,350840000000.0,7.25,3.8,6714748,65210
Tennessee,2018,6.5,56918,363060000000.0,7.25,3.5,6778180,64800
Tennessee,2019,6.5,58670,380130000000.0,7.25,3.3,6830325,64500
Tennessee,2020,6.5,75273,379010000000.0,7.25,7.5,6925619,61970
Tennessee,2021,6.5,94194,427130000000.0,7.25,4.5,6968351,67030
Tennessee,2022,6.5,91283,475760000000.0,7.25,3.4,7051339,65380
Texas,2005,0.0,174117,995250000000.0,5.15,5.4,22778123,59710
Texas,2006,4.5,186725,1103200000000.0,5.15,4.9,23359580,60670
Texas,2007,4.5,190621,1191100000000.0,5.15,4.3,23831983,62900
Texas,2008,1.0,191123,1244300000000.0,5.85,4.8,24309039,61250
Texas,2009,0.0,184426,1169600000000.0,6.55,7.6,24801761,62800
Texas,2010,0.0,196205,1246000000000.0,7.25,8.1,25241897,61680
Texas,2011,0.0,205197,1341300000000.0,7.25,7.8,25645504,62080
Texas,2012,0.0,207042,1421200000000.0,7.25,6.7,26084120,64480
Texas,2013,0.0,212102,1515200000000.0,7.25,6.3,26479646,63070
Texas,2014,0.0,224670,1579300000000.0,7.25,5.1,26963092,65170
Texas,2015,0.0,237389,1573500000000.0,7.25,4.4,27468531,68360
Texas,2016,0.0,258546,1579000000000.0,7.25,4.6,27914064,69770
Texas,2017,0.0,275271,1673200000000.0,7.25,4.3,28291024,70860
Texas,2018,0.0,298257,1809400000000.0,7.25,3.9,28624564,69100
Texas,2019,0.0,305036,1858800000000.0,7.25,3.5,28986794,76820
Texas,2020,0.0,386181,1789900000000.0,7.25,7.7,29232474,77110
Texas,2021,0.0,494210,2051800000000.0,7.25,5.6,29558864,72680
Texas,2022,0.0,464959,2356000000000.0,7.25,3.9,30029572,74640
Utah,2005,5.0,29025,95355000000.0,5.15,4.1,2457719,79010
Utah,2006,5.0,34314,106540000000.0,5.15,3.0,2525507,76530
Utah,2007,5.0,35927,114810000000.0,5.15,2.6,2597746,73110
Utah,2008,5.0,34607,117180000000.0,5.85,3.6,2663029,82390
Utah,2009,5.0,32372,113990000000.0,6.55,7.3,2723421,77370
Utah,2010,5.0,31132,118670000000.0,7.25,7.8,2775413,73990
Utah,2011,5.0,31159,125570000000.0,7.25,6.7,2814797,70230
Utah,2012,5.0,34263,129510000000.0,7.25,5.4,2854146,72440
Utah,2013,5.0,37041,135450000000.0,7.25,4.6,2898773,74890
Utah,2014,5.0,39003,142150000000.0,7.25,3.8,2938327,76670
Utah,2015,5.0,40998,149150000000.0,7.25,3.6,2983626,80200
Utah,2016,5.0,43316,157830000000.0,7.25,3.4,3044241,80970
Utah,2017,5.0,47057,168650000000.0,7.25,3.3,3103540,82290
Utah,2018,5.0,49651,184460000000.0,7.25,3.1,3155153,89080
Utah,2019,4.95,49675,196540000000.0,7.25,2.5,3203383,96270
Utah,2020,4.95,51210,202130000000.0,7.25,4.8,3283785,94680
Utah,2021,4.95,63124,225340000000.0,7.25,2.7,3339113,94510
Utah,2022,4.85,65064,248180000000.0,7.25,2.3,3380800,95800
Vermont,2005,8.51,63870,23609000000.0,7.0,3.5,621215,73090
Vermont,2006,8.51,68151,24332000000.0,7.25,3.7,622892,72820
Vermont,2007,7.66,67781,24798000000.0,7.53,4.0,623481,64730
Vermont,2008,7.17,65987,25999000000.0,7.68,4.7,624151,66810
Vermont,2009,7.17,62778,26099000000.0,8.06,6.6,624817,69210
Vermont,2010,7.17,61178,27407000000.0,8.06,6.1,625886,72980
Vermont,2011,7.17,64330,28419000000.0,8.15,5.5,627197,65640
Vermont,2012,7.17,67311,29241000000.0,8.46,5.0,626361,69010
Vermont,2013,7.17,68501,29290000000.0,8.6,4.4,626603,80370
Vermont,2014,7.17,70563,30099000000.0,8.73,3.9,625693,73430
Vermont,2015,7.17,72416,30933000000.0,9.15,3.6,625810,72020
Vermont,2016,7.17,75226,31661000000.0,9.6,3.2,624366,73000
Vermont,2017,7.17,81074,32266000000.0,10.0,3.0,625132,75090
Vermont,2018,7.17,86462,33067000000.0,10.5,2.7,624802,80990
Vermont,2019,7.17,87932,34231000000.0,10.78,2.1,624046,84630
Vermont,2020,7.17,106991,34019000000.0,10.96,5.7,642893,75810
Vermont,2021,7.17,130908,37104000000.0,11.75,3.7,646972,82040
Vermont,2022,7.17,123426,40617000000.0,12.55,2.6,647064,72190
Virginia,2005,6.0,4516,358070000000.0,5.15,3.6,7577105,74840
Virginia,2006,6.0,4564,376240000000.0,5.15,3.1,7673725,80020
Virginia,2007,6.0,4549,391700000000.0,5.15,3.0,7751000,80800
Virginia,2008,6.0,4289,404630000000.0,5.85,3.9,7833496,81670
Virginia,2009,6.0,3818,410970000000.0,6.55,6.7,7925937,80030
Virginia,2010,6.0,4086,426990000000.0,7.25,7.1,8024004,78780
Virginia,2011,6.0,3883,435180000000.0,7.25,6.6,8102437,79250
Virginia,2012,6.0,4084,445970000000.0,7.25,6.1,8187456,80250
Virginia,2013,6.0,3883,457640000000.0,7.25,5.7,8255861,80850
Virginia,2014,6.0,4157,465180000000.0,7.25,5.2,8315430,80020
Virginia,2015,6.0,4503,483790000000.0,7.25,4.5,8367303,74430
Virginia,2016,6.0,4581,496020000000.0,7.25,4.1,8417651,79730
Virginia,2017,6.0,5312,511110000000.0,7.25,3.7,8471011,83500
Virginia,2018,6.0,6597,532910000000.0,7.25,3.0,8510920,89180
Virginia,2019,6.0,5608,557760000000.0,7.25,2.8,8556642,92610
Virginia,2020,6.0,5654,556990000000.0,7.25,6.5,8636471,92670
Virginia,2021,6.0,7471,604960000000.0,9.5,3.9,8657365,86550
Virginia,2022,6.0,7461,649390000000.0,11.0,2.9,8683619,85170
Washington,2005,0.0,49488,293680000000.0,7.35,5.6,6257305,73010
Washington,2006,0.0,52131,314270000000.0,7.63,5.0,6370753,76660
Washington,2007,0.0,53333,342020000000.0,7.93,4.7,6461587,79330
Washington,2008,0.0,50110,354790000000.0,8.07,5.4,6562231,74610
Washington,2009,0.0,45095,351250000000.0,8.55,9.2,6667426,79890
Washington,2010,0.0,46675,365500000000.0,8.55,10.0,6743009,73290
Washington,2011,0.0,48365,379570000000.0,8.67,9.3,6827479,71950
Washington,2012,0.0,47661,400530000000.0,9.04,8.1,6898599,77220
Washington,2013,0.0,48558,419090000000.0,9.19,7.0,6966252,78420
Washington,2014,0.0,50370,440650000000.0,9.32,6.1,7057531,71450
Washington,2015,0.0,53530,466690000000.0,9.47,5.6,7167287,81400
Washington,2016,0.0,57923,487280000000.0,9.47,5.3,7299961,84360
Washington,2017,0.0,61992,519410000000.0,11.0,4.7,7427951,84360
Washington,2018,0.0,68902,564310000000.0,11.5,4.5,7526793,92150
Washington,2019,0.0,70306,595230000000.0,12.0,4.2,7614024,93910
Washington,2020,0.0,76273,612970000000.0,13.5,8.5,7724031,91710
Washington,2021,0.0,92328,677490000000.0,13.69,5.2,7740745,94510
Washington,2022,0.0,88376,725510000000.0,14.49,4.2,7785786,89430
West Virginia,2005,9.0,37633,53493000000.0,5.15,5.1,1820492,52540
West Virginia,2006,9.0,37997,57010000000.0,5.15,4.9,1827912,53820
West Virginia,2007,9.0,37388,59274000000.0,5.85,4.6,1834052,57490
West Virginia,2008,8.75,37311,62695000000.0,6.55,4.3,1840310,50060
West Virginia,2009,8.5,34923,63601000000.0,7.25,7.7,1847775,53560
West Virginia,2010,8.5,36578,65999000000.0,7.25,8.7,1854265,55820
West Virginia,2011,8.5,36052,69234000000.0,7.25,8.1,1856606,52930
West Virginia,2012,7.75,36032,70322000000.0,7.25,7.5,1857446,54080
West Virginia,2013,7.0,35492,71482000000.0,7.25,6.8,1854768,52840
West Virginia,2014,6.5,36028,72648000000.0,7.25,6.6,1850569,47840
West Virginia,2015,6.5,37155,71319000000.0,8.0,6.7,1843332,51840
West Virginia,2016,6.5,37548,70924000000.0,8.75,6.1,1832435,53220
West Virginia,2017,6.5,41005,74820000000.0,8.75,5.2,1818683,55370
West Virginia,2018,6.5,45246,79193000000.0,8.75,5.3,1805953,58460
West Virginia,2019,6.5,43717,79326000000.0,8.75,5.0,1795263,61170
West Virginia,2020,6.5,52766,76548000000.0,8.75,8.2,1791420,58580
West Virginia,2021,6.5,65074,85434000000.0,8.75,5.1,1785526,50500
West Virginia,2022,6.5,64151,95588000000.0,8.75,3.9,1775156,52460
Wisconsin ,2005,7.9,9085,227300000000.0,5.15,4.7,5546166,64360
Wisconsin ,2006,7.9,9438,237570000000.0,5.7,4.7,5577655,72410
Wisconsin ,2007,7.9,9314,245840000000.0,6.5,4.9,5610775,70040
Wisconsin ,2008,7.9,9077,246810000000.0,6.5,4.9,5640996,67460
Wisconsin ,2009,7.9,7985,247210000000.0,6.5,8.6,5669264,67780
Wisconsin ,2010,7.9,8245,256430000000.0,7.25,8.7,5690538,65710
Wisconsin ,2011,7.9,8159,266360000000.0,7.25,7.8,5705840,65890
Wisconsin ,2012,7.9,8515,277110000000.0,7.25,7.0,5720825,65910
Wisconsin ,2013,7.9,8245,284270000000.0,7.25,6.7,5738012,63460
Wisconsin ,2014,7.9,8587,295700000000.0,7.25,5.4,5753199,70250
Wisconsin ,2015,7.9,8590,307510000000.0,7.25,4.6,5762927,67090
Wisconsin ,2016,7.9,9285,314070000000.0,7.25,4.0,5775170,71770
Wisconsin ,2017,7.9,10235,318310000000.0,7.25,3.3,5793147,74850
Wisconsin ,2018,7.9,11197,332500000000.0,7.25,3.0,5809319,72390
Wisconsin ,2019,7.9,9945,345240000000.0,7.25,3.2,5824581,76720
Wisconsin ,2020,7.9,10889,340590000000.0,7.25,6.4,5896271,75980
Wisconsin ,2021,7.9,13261,368610000000.0,7.25,3.8,5880101,75420
Wisconsin ,2022,7.9,13770,401790000000.0,7.25,2.9,5892539,73330
Wyoming,2005,0.0,5442,27576000000.0,5.15,3.6,514157,64460
Wyoming,2006,0.0,6100,32740000000.0,5.15,3.2,522667,65900
Wyoming,2007,0.0,6451,36951000000.0,5.15,2.8,534876,66580
Wyoming,2008,0.0,7940,42819000000.0,6.55,3.1,546043,70270
Wyoming,2009,0.0,6937,36252000000.0,7.25,6.3,559851,69410
Wyoming,2010,0.0,7554,37681000000.0,7.25,6.4,564531,68120
Wyoming,2011,0.0,7848,39751000000.0,7.25,5.8,567491,68990
Wyoming,2012,0.0,7929,38855000000.0,7.25,5.3,576656,71410
Wyoming,2013,0.0,8409,39290000000.0,7.25,4.7,582620,82740
Wyoming,2014,0.0,8890,40311000000.0,7.25,4.1,583159,67360
Wyoming,2015,0.0,9728,38427000000.0,7.25,4.3,586389,73750
Wyoming,2016,0.0,13844,35879000000.0,7.25,5.3,585243,69390
Wyoming,2017,0.0,17399,36981000000.0,7.25,4.2,579994,70200
Wyoming,2018,0.0,19712,39172000000.0,7.25,4.1,579054,72290
Wyoming,2019,0.0,18796,39428000000.0,7.25,3.7,580116,74190
Wyoming,2020,0.0,24646,36330000000.0,7.25,5.9,577605,73780
Wyoming,2021,0.0,33741,41510000000.0,7.25,4.6,579483,76620
Wyoming,2022,0.0,41561,47433000000.0,7.25,3.6,581381,73090
